mean pos,mean neg,Tweet,Clean,class,NO URL,NO STOPWORD,NO NUMBER,NO REPEAT,NO ACRONYM,NO NEGATION,OUR
2,1,RT @_wotta: Unsure about #HeavyRain? Win our cpy just follow @wonderwallweb @_wotta and @alec_hilton and RT winner Friday when my SE copy arrives :),rt @_wota unsure #heavyrain win cpy follow @wonderwalweb @_wota @alec_hilton rt winner friday se copy arives :),4,rt @_wota unsure #heavyrain win cpy follow @wonderwalweb @_wota @alec_hilton rt winner friday se copy arives :),rt @_wota unsure about #heavyrain win our cpy just follow @wonderwalweb @_wota and @alec_hilton and rt winner friday when my se copy arives :),rt @_wota unsure #heavyrain win cpy follow @wonderwalweb @_wota @alec_hilton rt winner friday se copy arives :),rt @_wotta unsure #heavyrain win cpy follow @wonderwallweb @_wotta @alec_hilton rt winner friday se copy arrives :),rt @_wota unsure #heavyrain win cpy follow @wonderwalweb @_wota @alec_hilton rt winner friday se copy arives :),rt @_wota unsure #heavyrain win cpy follow @wonderwalweb @_wota @alec_hilton rt winner friday se copy arives :),rt @_wota unsure win cpy follow @_wota _hilton rt winner friday se copy arives happy
2,2,RT @XXXsmurf84: @MsPrettiEPiscEs star hattin cause u called her out her name lol?lol nooo we always do that wit each otha,rt @xsmurf @mspretiepisces star hatin caled name very funny very funny always otha,2,rt @xsmurf @mspretiepisces star hatin caled name very funny very funny always otha,rt @xsmurf @mspretiepisces star hatin because you caled her out her name very funny very funny no we always do that with each otha,rt @xsmurf84 @mspretiepisces star hatin caled name very funny very funny always otha,rt @xxxsmurf @msprettiepisces star hattin called name very funny very funny nooo always otha,rt @xsmurf @mspretiepisces star hatin cause u caled name lol lol always wit otha,rt @xsmurf @mspretiepisces star hatin caled name very funny very funny always otha,rt star hatin caled name very funny very funny always otha
1,1,If you want more followers give this a try - http://cli.gs/3vHy8t,want folowers give try,2,want folowers give try htp://cli.gs/vhyt,if you want more folowers give this a try,want folowers give try,want followers give try,want folowers give try,want folowers give try,want folowers give try
1,2,RT @DeauxmaLive: http://bit.ly/a24qJz << vote for my boobs RT RT can't believe I am on twitter and don't really know why I typed RT,rt @deauxmalive vote bobs rt rt can not believe twitter do not really know typed rt,0,rt @deauxmalive htp://bit.ly/aqjz vote bobs rt rt can not believe twitter do not really know typed rt,rt @deauxmalive vote for my bobs rt rt can not believe i am on twitter and do not really know why i typed rt,rt @deauxmalive vote bobs rt rt can not believe twitter do not really know typed rt,rt @deauxmalive vote boobs rt rt can not believe twitter do not really know typed rt,rt @deauxmalive vote bobs rt rt can not believe twitter do not really know typed rt,rt @deauxmalive vote bobs rt rt can't believe twitter really know typed rt,rt vote bobs rt rt can not believe twitter do not really know typed rt
1,3,I'm so hungry someone feed me :( http://myloc.me/44GoJ,i'm hungry someone feed :(,0,i'm hungry someone feed :( htp://myloc.me/goj,i'm so hungry someone feed me :(,i'm hungry someone feed :(,i'm hungry someone feed :(,i'm hungry someone feed :(,i'm hungry someone feed :(,i'm hungry someone feed sad
1,1,RT @dealiodeals: Billion Dollar Babes Sale- Save big on Vintage CHANEL handbags + Extra $10 Off Coupon! http://bit.ly/amma3I #fb,rt @dealiodeals billion dollar babes sale save big vintage chanel handbags extra coupon #fb,2,rt @dealiodeals billion dollar babes sale save big vintage chanel handbags extra coupon htp://bit.ly/amai #fb,rt @dealiodeals billion dollar babes sale save big on vintage chanel handbags extra off coupon #fb,rt @dealiodeals billion dollar babes sale save big vintage chanel handbags extra 10 coupon #fb,rt @dealiodeals billion dollar babes sale save big vintage chanel handbags extra coupon #fb,rt @dealiodeals billion dollar babes sale save big vintage chanel handbags extra coupon #fb,rt @dealiodeals billion dollar babes sale save big vintage chanel handbags extra coupon #fb,rt billion dollar babes sale save big vintage chanel handbags extra coupon
1,1,"Why do I have the itis from a weight watchers meal, a bottle of water and a ww peanut butter bar??",itis weight watchers meal bottle water w peanut butter bar,2,itis weight watchers meal bottle water w peanut butter bar,why do i have the itis from a weight watchers meal a bottle of water and a w peanut butter bar,itis weight watchers meal bottle water w peanut butter bar,itis weight watchers meal bottle water ww peanut butter bar,itis weight watchers meal bottle water w peanut butter bar,itis weight watchers meal bottle water w peanut butter bar,itis weight watchers meal bottle water w peanut butter bar
1,2,"Winter is a-stayin' in, Lhude sing Goddamm, Raineth drop and never stop and still the wind doth ramm! Roll on March!",winter a-stayin lhude sing godam raineth drop never stop still wind doth ram roll march,0,winter a-stayin lhude sing godam raineth drop never stop still wind doth ram roll march,winter is a-stayin in lhude sing godam raineth drop and never stop and still the wind doth ram roll on march,winter a-stayin lhude sing godam raineth drop never stop still wind doth ram roll march,winter a-stayin lhude sing goddamm raineth drop never stop still wind doth ramm roll march,winter a-stayin lhude sing godam raineth drop never stop still wind doth ram roll march,winter a-stayin lhude sing godam raineth drop never stop still wind doth ram roll march,winter a-stayin lhude sing godam raineth drop never stop still wind doth ram roll march
1,2,"falling in love, such a delicate way to get hurt. and i can't say i'm not afraid.",falling love delicate way get hurt can not say i'm afraid,0,falling love delicate way get hurt can not say i'm afraid,falling in love such a delicate way to get hurt and i can not say i'm not afraid,falling love delicate way get hurt can not say i'm afraid,falling love delicate way get hurt can not say i'm afraid,falling love delicate way get hurt can not say i'm afraid,falling love delicate way get hurt can't say i'm afraid,falling love delicate way get hurt can not say i'm afraid
1,1,RT @lisahayes4: RT @lowryagency: Please become a fan of Dave Courvoisier @CourVO Facebook Fan Page! http://ow.ly/19Jos #voiceover @LAVOice,rt @lisahayes rt @lowryagency please become fan dave courvoisier @courvo facebok fan page #voiceover @lavoice,2,rt @lisahayes rt @lowryagency please become fan dave courvoisier @courvo facebok fan page htp://ow.ly/jos #voiceover @lavoice,rt @lisahayes rt @lowryagency please become a fan of dave courvoisier @courvo facebok fan page #voiceover @lavoice,rt @lisahayes4 rt @lowryagency please become fan dave courvoisier @courvo facebok fan page #voiceover @lavoice,rt @lisahayes rt @lowryagency please become fan dave courvoisier @courvo facebook fan page #voiceover @lavoice,rt @lisahayes rt @lowryagency please become fan dave courvoisier @courvo facebok fan page #voiceover @lavoice,rt @lisahayes rt @lowryagency please become fan dave courvoisier @courvo facebok fan page #voiceover @lavoice,rt rt please become fan dave courvoisier facebok fan page
2,2,"Sitting in the library thinking, ""I'm sick of this"", and then I turn to my left to see a book titled ""I do what I like"".",sitting library thinking i'm sick turn left see book titled like,2,sitting library thinking i'm sick turn left see book titled like,sitting in the library thinking i'm sick of this and then i turn to my left to see a book titled i do what i like,sitting library thinking i'm sick turn left see book titled like,sitting library thinking i'm sick turn left see book titled like,sitting library thinking i'm sick turn left see book titled like,sitting library thinking i'm sick turn left see book titled like,sitting library thinking i'm sick turn left see book titled like
3,1,is home from school (: today was pretty good! I love you Brad and Alexis <3,home school (: today pretty good love brad alexis,4,home school (: today pretty good love brad alexis,is home from school (: today was pretty good i love you brad and alexis,home school (: today pretty good love brad alexis <3,home school (: today pretty good love brad alexis,home school (: today pretty good love brad alexis,home school (: today pretty good love brad alexis,home school happy today pretty good love brad alexis
1,1,RT @CANFIT: Strong CA data shows after school programs are sometimes the only place where youth get physical activity.,rt @canfit strong ca data shows school programs sometimes place youth get physical activity,2,rt @canfit strong ca data shows school programs sometimes place youth get physical activity,rt @canfit strong ca data shows after school programs are sometimes the only place where youth get physical activity,rt @canfit strong ca data shows school programs sometimes place youth get physical activity,rt @canfit strong ca data shows school programs sometimes place youth get physical activity,rt @canfit strong ca data shows school programs sometimes place youth get physical activity,rt @canfit strong ca data shows school programs sometimes place youth get physical activity,rt strong ca data shows school programs sometimes place youth get physical activity
2,2,@Imprint_this its just the way we are if we are not in drought we flood but we are all happy to see the rain we were on water restriction,@imprint_this way drought flood happy see rain water restriction,2,@imprint_this way drought flood happy see rain water restriction,@imprint_this its just the way we are if we are not in drought we flood but we are all happy to see the rain we were on water restriction,@imprint_this way drought flood happy see rain water restriction,@imprint_this way drought flood happy see rain water restriction,@imprint_this way drought flood happy see rain water restriction,@imprint_this way drought flood happy see rain water restriction,_this way drought flood happy see rain water restriction
1,2,"http://is.gd/8TDSI Shameless, I know, let's use HaitiAid to smuggle Heroin. #BornInNextLifeAsADUNGBEETLE",shameless know let's use haitiaid smuggle heroin #borninextlifeasadungbetle,0,htp://is.gd/tdsi shameless know let's use haitiaid smuggle heroin #borninextlifeasadungbetle,shameless i know let's use haitiaid to smuggle heroin #borninextlifeasadungbetle,shameless know let's use haitiaid smuggle heroin #borninextlifeasadungbetle,shameless know let's use haitiaid smuggle heroin #borninnextlifeasadungbeetle,shameless know let's use haitiaid smuggle heroin #borninextlifeasadungbetle,shameless know let's use haitiaid smuggle heroin #borninextlifeasadungbetle,shameless know let's use haitiaid smuggle heroin
