mean pos,mean neg,Tweet,Clean
2,1,Yea you know me! Congrats to the pre-nom! -NaVell. RT @rickygoldin Who's down with RPG??? I'm back!,yea know congrats pre-nom navel rt @rickygoldin who's rpg i'm back
1,2,Sleep...me and U always fight. Why cant we come to a compromise huh?,sleep ... always fight cant come compromise huh
1,3,RT @elliottyamin: Complete and utter choas on the streets...no power...my heart is beatin outta my chest!....tsunami warnin...I am only a mile inland!,rt @eliotyamin complete utter choas streets ... power ... heart beatin outa chest ... tsunami warnin ... mile inland
1,1,More here at http://racism.letscamnow.info,
1,1,February 2010 Newsletter?.Cape Coral FL Real Estate News from Cape ... http://bit.ly/bMxcU1,february newsletter cape coral fl real estate news cape ...
2,1,"LORENZOfarrell - lmfao, ilove weezy w. all my heart thoe.",lorenzofarel very funny ilove wezy w heart thoe
1,2,RT @QJa421: @besdress waasupp~ i know im late as hell but wats up,rt @qja @besdres wasup know im late hell wats
3,3,"@SirFudgeEsq Oh, get over it! I could have said .... ""Happy Bath!"" or ""Sending you fresh sprays of floral perfume!"" =;-)",@sirfudgesq oh get could said ... happy bath sending fresh sprays floral perfume ;-)
3,2,It's so good to know that the hill I live by is really know as Depot Hill & not just (rhymes w/) Jigger Hill...,good know hill live really know depot hill rhymes w jigger hill ...
1,1,@Ms_Me_ cause you live in california.,@ms_me_ live california
1,1,Winter snow storm alters postseason sports schedule:. . . http://www.thehour.com/story/482818?ref=twit,winter snow storm alters postseason sports schedule . . .
2,2,@shawnslimdunkin lol my fat ass was tired of running!,@shawnslimdunkin very funny fat ass tired running
1,1,Filmfare Awards: Best Supporting Actor: Boman Irani (3i),filmfare awards best supporting actor boman irani
1,1,"Joannie Rochette and the support of people through social media: The response on social media was huge, as hundred... http://bit.ly/bT8RI7",joanie rochete support people social media response social media huge hundred ...
1,1,"RT @onearmeddad: @officialslbees: Retire # 32, Bring Back the King Bee Adam Pavkovich, the community thinks these are both",rt @onearmedad @oficialslbes retire bring back king bee adam pavkovich community thinks
2,2,Hell no queens is od wack mad wack RT @beautifulket: @AviaTorBoyRicH maybe you should move to queens lol,hell quens od wack mad wack rt @beautifulket @aviatorboyrich maybe move quens very funny
3,1,@SaphireTopaz I wish!,@saphiretopaz wish
1,3,Beyond ready to go home.,beyond ready go home
3,1,20 miles in 3:00:02 :):),miles :: :) :)
1,1,Is the fashion show over?,fashion show
1,1,Ask the Expert: Parental Support and the Law - The New Old Age ... http://nyti.ms/cjhD8h,ask expert parental support law new old age ...
1,1,"http://twitpic.com/15ly5z - *$BIc$,*(B2500*$B1_$GGc$C$F$-$?!**(B",bic b_ gc see f
1,2,"hate to say it, but it feels like watching for a train wreak that will 'probably' happen.",hate say fels like watching train wreak probably happen
1,1,#android #iphone Nexus One coming to Verizon March 23rd and Vodafone in April?:,#android #iphone nexus one coming verizon march rd vodafone april
1,1,RT @Kennyscoolout: Just ran into the homie Jamie Sharper in Vanity #DirtyVegas,rt @kenyscolout ran homie jamie sharper vanity #dirtyvegas
1,1,RT @TweetReport: A peek into Twitter's plan to deploy ads: http://j.mp/cLQpkl. via/@dontgetcaught @niemanlab,rt @twetreport peek twiter's plan deploy ads via @dontgetcaught @niemanlab
3,2,"As much as I love you all, I must make a move and do something. Back laters xx",much love must make move something back laters x
3,3,"I really want to change my Twitter background, but totally forgot to save this one. Need to find this one on google images before changing.",really want change twitter background totally forgot save one need find one gogle images changing
2,1,"@thisplum You're not a Delapore too, are you? Been hearing things in my wall on and off for a while and I haven't eaten anyone yet AFAIK",@thisplum delapore hearing things wall eaten anyone yet afaik
2,1,"Wow, 98% of people like MILFs. http://bit.ly/bAAcVF #milfs",wow people like milfs #milfs
2,2,RT @LuvChocolateBar: The most memorable people in life will be the people who loved you when you weren?t very lovable.,rt @luvchocolatebar memorable people life people loved lovable
1,3,Just when I thought @bet couldn't get worse they put this whack ass clown nigga waka fucka lame on 106 and park smh,thought @bet get worse put whack ass clown niga waka fucka lame park smh
1,1,@siplumb or was that another episode of North West Tonight?,@siplumb another episode north west tonight
1,3,"suck my cock, bytch http://photos-f.ak.fbcdn.net/hphotos-ak-snc3/hs109.snc3/15713_104923232868667_100000529737664_135172_292841_n.jpg",suck cock bytch
3,1,SPOTD _____MAKE___ME___AN___OFFER___ON___ANYTHING_____I_dare_you: I have to clear out my stock room ready for painting and would rathe...,spotd _make_me_an_ofer_on_anything_i_dare_you clear stock room ready painting would rathe ...
1,1,Check this photo http%3A%2F%2Fphotos.ibibo.com%2Fphoto%2F8893155%2F%3Fsrc%3Dtw%26a,check photo
1,2,"wish twitter would decide whether to have the lists as ""@matteh/list"" or ""list"", cant be doing with it changing.",wish twitter would decide whether lists @mateh list list cant changing
1,2,"RT @bobbymacReuters: Earthquake, 7.0, hit Okinawa too, apparently. That was 5:31 a.m. local time to Japan.",rt @bobymacreuters earthquake hit okinawa apparently local time japan
1,1,@ryudai_hasegawa: @newbalance_jp????????????Expo?????????????????????????????,@ryudai_hasegawa @newbalance_jp expo
3,1,@Hoodstar87 Lol!! You got jokes huh! But yes indeed it is party time!!,@hodstar very funny got jokes huh yes indeed party time
1,1,#Now playing- the allniter by MR SL,#now playing alniter mr sl
3,1,BRING JAEBUM BACK NOW!!RT @weheartkpop: Read this everyone. Please. http://bit.ly/9XlxbZ,bring jaebum back rt @weheartkpop read everyone please
2,1,@tinkeylicious http://twitpic.com/15o97f share lng poh.. which pic of Melai is ur fave? hehehe,@tinkeylicious share lng poh .. pic melai fave hehehe
1,1,Vc j? viu o Fiuk de perto??? (@fiuk_sempre_s2 live on http://twitcam.com/glt0),vc j viu fiuk de perto @fiuk_sempre_s live
2,2,"There once was a time when I could say, I've never been to a funeral or knew anyone who passed away, the last couple years has changed that.",time could say i've never funeral knew anyone pased away last couple years changed
3,1,Yung Berg & Lil Mama would be a perfect couple! http://bit.ly/cUy8Pp,yung berg lil mama would perfect couple
1,1,"http://quotesjokes.info ""What do you get when you cross a frog and a rabbit? A rabbit that says, """"Ribbit.""""""",get cross frog rabbit rabbit says ribit
1,1,Vision Shop \ Ray Ban Junior Sunglasses RJ9025S http://cli.gs/PvnPJ,vision shop ray ban junior sunglases rjs
2,1,I hope everyone finds one. RT @MyAnnoyances: A truly good relationship is one where both individuals think they're the lucky one.,hope everyone finds one rt @myanoyances truly good relationship one individuals think they're lucky one
2,2,"@RosalieLHale *keeping up his fast rhythm, feeling you moving with him, the bed shuddering beneath you* I'm close too. *growls*",@rosalielhale keeping fast rhythm feeling moving bed shudering beneath i'm close growls
1,1,Kotaku: Blur Xbox 360 Beta Begins Monday [Beta]:,kotaku blur xbox beta begins monday beta ]:
1,1,"Wah, sialan gagh jde ujan...",wah sialan gagh jde ujan ...
1,1,RT @retweet_bieber: RT if you wanna go to Justins sweet 16th.,rt @retwet_bieber rt wanna go justins sweet th
1,1,Right Time to Invest in Mexico Real Estate | Kingston Realtor http://bit.ly/bZqoOK,right time invest mexico real estate kingston realtor
3,2,"RT @jobm Really enjoyed episode 9 of Dexter season 4. I would want to watch more, but another early day ahead.",rt @jobm really enjoyed episode dexter season would want watch another early day ahead
1,3,"In conclusion, I'm a horrible person.",conclusion i'm horrible person
3,2,RT @ITSNIKKITIME: YES....I watched Seventeen Again..and I loved it....guilty pleasure?,rt @itsnikitime yes ... watched seventeen .. loved ... guilty pleasure
1,2,Tryin to figure out what the hell is wrong with this phone,tryin figure hell wrong phone
1,2,"@MJLove1827 yes, u see why I cursed alot last night? Something I hardly ever do. That part when he did the CPR on the bed n they showed how",@mjlove yes see cursed alot last night something hardly ever part cpr bed showed
2,1,RT @asmaax3: Wesbrook wants to play for the Bears.: how about at SD? : },rt @asmax wesbrok wants play bears sd
1,1,Earthquake in Chile http://bit.ly/amTwOp,earthquake chile
1,1,http://bit.ly/cCoEgx Booting linux in less than a secon,booting linux less secon
1,1,Fast and Furious 1-4 ala GTA:SA http://bit.ly/blfJd4 #kaskus,fast furious ala gta sa #kaskus
2,1,What about the olimpics? Netherlands rocks on socks..,olimpics netherlands rocks socks ..
4,1,@knightrider233 Hahahahahaha! We need to start a @JonathanRKnight stiffy collection! http://tweetphoto.com/12622317,@knightrider hahahahahaha need start @jonathanrknight stify collection
3,3,"Q:bri why the fuck do you have to be so bl... A:Omfg, black gils represent!<3 I love youuuu http://formspring.me/briskellingtonx/q/235249548",q bri fuck bl ... omfg black gils represent love
3,2,@D3theCB i feel ya.. way to waste my whole Saturday!,@dthecb feel .. way waste whole saturday
4,1,rt @BOSSINBECCA_JTB YB'Z SMACKFEST TONIGHT!!! HMMMM!!===> dey been havin a smack for the past 2 dayssss..lml..,rt @bosinbeca_jtb yb'z smackfest tonight hm dey havin smack past days .. lml ..
1,1,New and improved in France for 2010: Chicago Tribune,new improved france chicago tribune
1,1,iflove: Pisces Love Horoscope Today: Energy of Love Strong http://miniculture.com/pisces-love-horoscope-today-energy-love-strong/,iflove pisces love horoscope today energy love strong
1,1,On the road back to MD...,road back md ...
1,3,uqhh moms just left me home wid my sisters smhh,uqh moms left home wid sisters smh
1,1,@tommymanson did you also look funny in that blog?,@tomymanson also look funny blog
2,1,@LISAefBABY u know what i mean!,@lisaefbaby know mean
1,2,@Catch_Up_Haters go to bed u always getin smacked I thought u was a good boy,@catch_up_haters go bed always getin smacked thought good boy
1,2,"I Make Mistakes That I Don't Ever Make Excuses For, Like Leaving Girls That Loves Me And Constantly Seducing Hoes",make mistakes ever make excuses like leaving girls loves constantly seducing hoes
1,1,"Young Adults get together tonight. Food, wii Olympics and looking at Psalm 73",young adults get together tonight food wi olympics looking psalm
1,1,http://clicktotweet.com/MitOs,
3,1,RT @dapoawofisayo: LONDON!!!! Follow @THEREALSWIZZZ now he will follow you back!!!........,rt @dapoawofisayo london follow @therealswiz follow back ...
1,1,another night spent listening too Katy Perry & drinking Peach Tea.,another night spent listening katy perry drinking peach tea
1,1,"@jesskat3 hm. I was sure they had options for cheap, non-contract phones you could put on your current plan. will check if I can.",@jeskat hm sure options cheap non-contract phones could put current plan check
1,1,Chris Rea: http://www.rtntvnews.de/news/1163/Chris-Rea-Still-So-Far-To-Go-Tour-2010/,chris rea
2,3,People told me slow my roll Im screaming out fuck that imma do juss what i want....... Im gonna pursuit a happiness that what I know,people told slow roll im screaming fuck ima want ... im gona pursuit happiness know
1,1,"Anyone notice that AT&T's snowboarding ad ends with Lou Reed singing ""you just keep me hanging on""?",anyone notice t's snowboarding ad ends lou reed singing keep hanging
2,3,"I do miss my bf!! :( ahh! ""Life really does suk and then u die"". Gotta luv my optimism and now my phones dying.",miss bf :( ah life really suk die gota love optimism phones dying
1,1,RT @IrishAisle needs 2500 Facebook fans b4 St. Patrick's Day. RT & follow for chance to win iPad!! http://facebook.com/IrishAisle #BIGSTARtv,rt @irishaisle needs facebok fans st patrick's day rt follow chance win ipad #bigstartv
3,1,@ the cookout w @locngrowpromo ppls in the hooooood!!! We r hving soooo much fun!! http://tweetphoto.com/12705637,cookout w @locngrowpromo pls hood much fun
1,2,"Good lord, Maxine Waters, I suspected that you weren't up to your job, and now you've supplied the world with proof http://is.gd/9hmIH",good lord maxine waters suspected job suplied world proof
1,1,"RT @thianandaa: Males mandi -,- http://myloc.me/4fihh",rt @thiananda males mandi
1,1,RT @hunni27: #SomewhereRightNow some1s talking bout me,rt @huni #somewhererightnow somes talking
2,1,Just left goose island got my eat on now it's time to go shoppin! Magnificent Mile here I come...,left goose island got eat time go shopin magnificent mile come ...
2,2,This is a shot of my daughter two years ago. She didnt like how many times I made her jump :P http://tweetphoto.com/12664511,shot daughter two years ago did not like many times made jump :p
1,1,http://bit.ly/9TxplZ?q=naruto-shippuuden-gay-porn-free-ebony-plump-rumps-jessica-biel-nude-local-intimate-dating-horse-cock-intima,
1,1,"who's gonna help us here in Hawaii if that #Tsunami hits?will #SEANPENN come,or is he on his way 2 Chile already?""We are the World"" part3&4?",who's gona help us hawai #tsunami hits #seanpen come way chile already world part
